From	Entry	Gene.Names..primary.	ENTREZID
P36955	P36955	SERPINF1	5176
P36957	P36957	DLST	1743
P36969	P36969	GPX4	2879
P37059	P37059	HSD17B2	3294
P37108	P37108	SRP14	6727
P37198	P37198	NUP62	23636
P37235	P37235	HPCAL1	3241
P37802	P37802	TAGLN2	8407
P37837	P37837	TALDO1	6888
P37840	P37840	SNCA	6622
P38117	P38117	ETFB	2109
P38159	P38159	RBMX	27316
P38398	P38398	BRCA1	672
P38571	P38571	LIPA	3988
P38606	P38606	ATP6V1A	523
P38646	P38646	HSPA9	3313
P38919	P38919	EIF4A3	9775
P39019	P39019	RPS19	6223
P39023	P39023	RPL3	6122
P39059	P39059	COL15A1	1306
P39060	P39060	COL18A1	80781
P39656	P39656	DDOST	1650
P39687	P39687	ANP32A	8125
P39748	P39748	FEN1	2237
P39880	P39880	CUX1	NA
P40121	P40121	CAPG	822
P40123	P40123	CAP2	10486
P40189	P40189	IL6ST	3572
P40199	P40199	CEACAM6	4680
P40222	P40222	TXLNA	200081
P40227	P40227	CCT6A	908
P40261	P40261	NNMT	4837
P40306	P40306	PSMB10	5699
P40313	P40313	CTRL	1506
P40424	P40424	PBX1	5087
P40425	P40425	PBX2	5089
P40429	P40429	RPL13A	23521
P40616	P40616	ARL1	400
P40692	P40692	MLH1	4292
P40763	P40763	STAT3	6774
P40818	P40818	USP8	9101
P40855	P40855	PEX19	5824
P40925	P40925	MDH1	4190
P40926	P40926	MDH2	4191
P40937	P40937	RFC5	5985
P40938	P40938	RFC3	5983
P40939	P40939	HADHA	3030
P41091	P41091	EIF2S3	1968
P41180	P41180	CASR	846
P41208	P41208	CETN2	1069
P41214	P41214	EIF2D	1939
P41217	P41217	CD200	4345
P41218	P41218	MNDA	4332
P41219	P41219	PRPH	5630
P41223	P41223	BUD31	8896
P41226	P41226	UBA7	7318
P41227	P41227	NAA10	8260
P41236	P41236	PPP1R2	5504
P41240	P41240	CSK	1445
P41250	P41250	GARS1	2617
P41252	P41252	IARS1	3376
P41567	P41567	EIF1	10209
P41732	P41732	TSPAN7	7102
P42025	P42025	ACTR1B	10120
P42126	P42126	ECI1	1632
P42166	P42166	TMPO	NA
P42167	P42167	TMPO	NA
P42224	P42224	STAT1	6772
P42226	P42226	STAT6	6778
P42229	P42229	STAT5A	6776
P42285	P42285	MTREX	23517
P42330	P42330	AKR1C3	8644
P42338	P42338	PIK3CB	5291
P42345	P42345	MTOR	2475
P42356	P42356	PI4KA	5297
P42357	P42357	HAL	3034
P42566	P42566	EPS15	2060
P42574	P42574	CASP3	836
P42677	P42677	RPS27	6232
P42685	P42685	FRK	2444
P42704	P42704	LRPPRC	10128
P42765	P42765	ACAA2	10449
P42766	P42766	RPL35	11224
P42773	P42773	CDKN2C	1031
P42785	P42785	PRCP	5547
P42858	P42858	HTT	3064
P42892	P42892	ECE1	1889
P42898	P42898	MTHFR	4524
P43007	P43007	SLC1A4	6509
P43034	P43034	PAFAH1B1	5048
P43121	P43121	MCAM	4162
P43155	P43155	CRAT	1384
P43243	P43243	MATR3	9782
P43246	P43246	MSH2	4436
P43304	P43304	GPD2	2820
P43307	P43307	SSR1	6745
P43308	P43308	SSR2	6746
P43378	P43378	PTPN9	5780
P43405	P43405	SYK	6850
P43487	P43487	RANBP1	5902
P43490	P43490	NAMPT	10135
P43686	P43686	PSMC4	5704
P43897	P43897	TSFM	10102
P45877	P45877	PPIC	5480
P45880	P45880	VDAC2	7417
P45954	P45954	ACADSB	36
P45973	P45973	CBX5	23468
P45974	P45974	USP5	8078
P45984	P45984	MAPK9	5601
P45985	P45985	MAP2K4	6416
P46019	P46019	PHKA2	5256
P46020	P46020	PHKA1	5255
P46060	P46060	RANGAP1	5905
P46063	P46063	RECQL	5965
P46087	P46087	NOP2	4839
P46100	P46100	ATRX	546
P46108	P46108	CRK	1398
P46109	P46109	CRKL	1399
P46199	P46199	MTIF2	4528
P46379	P46379	BAG6	7917
P46459	P46459	NSF	4905
P46527	P46527	CDKN1B	1027
P46734	P46734	MAP2K3	5606
P46736	P46736	BRCC3	79184
P46776	P46776	RPL27A	6157
P46777	P46777	RPL5	6125
P46778	P46778	RPL21	6144
P46779	P46779	RPL28	6158
P46781	P46781	RPS9	6203
P46782	P46782	RPS5	6193
P46783	P46783	RPS10	6204
P46821	P46821	MAP1B	4131
P46926	P46926	GNPDA1	10007
P46939	P46939	UTRN	7402
P46940	P46940	IQGAP1	8826
P46952	P46952	HAAO	23498
P46976	P46976	GYG1	2992
P46977	P46977	STT3A	3703
P47712	P47712	PLA2G4A	5321
P47736	P47736	RAP1GAP	5909
P47755	P47755	CAPZA2	830
P47756	P47756	CAPZB	832
P47897	P47897	QARS1	5859
P47914	P47914	RPL29	6159
P47929	P47929	LGALS7; LGALS7B	3963
P47972	P47972	NPTX2	4885
P47985	P47985	UQCRFS1	7386
P48047	P48047	ATP5PO	539
P48051	P48051	KCNJ6	3763
P48052	P48052	CPA2	1358
P48059	P48059	LIMS1	3987
P48061	P48061	CXCL12	6387
P48147	P48147	PREP	5550
P48163	P48163	ME1	4199
P48304	P48304	REG1B	5968
P48380	P48380	RFX3	5991
P48426	P48426	PIP4K2A	5305
P48444	P48444	ARCN1	372
P48449	P48449	LSS	4047
P48454	P48454	PPP3CC	5533
P48506	P48506	GCLC	2729
P48507	P48507	GCLM	2730
P48509	P48509	CD151	977
P48539	P48539	PCP4	5121
P48553	P48553	TRAPPC10	7109
P48556	P48556	PSMD8	5714
P48634	P48634	PRRC2A	7916
P48637	P48637	GSS	2937
P48643	P48643	CCT5	22948
P48668	P48668	KRT6C	286887
P48681	P48681	NES	10763
P48723	P48723	HSPA13	6782
P48728	P48728	AMT	275
P48729	P48729	CSNK1A1	1452
P48730	P48730	CSNK1D	1453
P48735	P48735	IDH2	3418
P48739	P48739	PITPNB	23760
P49005	P49005	POLD2	5425
P49006	P49006	MARCKSL1	65108
P49023	P49023	PXN	5829
P49069	P49069	CAMLG	819
P49116	P49116	NR2C2	7182
P49184	P49184	DNASE1L1	1774
P49189	P49189	ALDH9A1	223
P49207	P49207	RPL34	6164
P49247	P49247	RPIA	22934
P49257	P49257	LMAN1	3998
P49321	P49321	NASP	4678
P49326	P49326	FMO5	2330
P49327	P49327	FASN	2194
P49354	P49354	FNTA	2339
P49368	P49368	CCT3	7203
P49406	P49406	MRPL19	9801
P49407	P49407	ARRB1	408
P49411	P49411	TUFM	7284
P49418	P49418	AMPH	273
P49419	P49419	ALDH7A1	501
P49441	P49441	INPP1	3628
P49447	P49447	CYB561	1534
P49448	P49448	GLUD2	2747
P49458	P49458	SRP9	6726
P49459	P49459	UBE2A	7319
P49585	P49585	PCYT1A	5130
P49588	P49588	AARS1	16
P49589	P49589	CARS1	833
P49590	P49590	HARS2	23438
P49591	P49591	SARS1	6301
P49593	P49593	PPM1F	9647
P49641	P49641	MAN2A2	4122
P49711	P49711	CTCF	10664
P49720	P49720	PSMB3	5691
P49721	P49721	PSMB2	5690
P49748	P49748	ACADVL	37
P49750	P49750	YLPM1	56252
P49753	P49753	ACOT2	10965
P49755	P49755	TMED10	10972
P49756	P49756	RBM25	58517
P49759	P49759	CLK1	1195
P49768	P49768	PSEN1	5663
P49770	P49770	EIF2B2	8892
P49773	P49773	HINT1	3094
P49789	P49789	FHIT	2272
P49790	P49790	NUP153	9972
P49792	P49792	RANBP2	5903
P49810	P49810	PSEN2	5664
P49815	P49815	TSC2	7249
P49821	P49821	NDUFV1	4723
P49840	P49840	GSK3A	2931
P49841	P49841	GSK3B	2932
P49862	P49862	KLK7	5650
P49863	P49863	GZMK	3003
P49902	P49902	NT5C2	22978
P49903	P49903	SEPHS1	22929
P49914	P49914	MTHFS	10588
P49915	P49915	GMPS	8833
P49916	P49916	LIG3	3980
P49918	P49918	CDKN1C	1028
P49959	P49959	MRE11	4361
P49961	P49961	ENTPD1	953
P50135	P50135	HNMT	3176
P50148	P50148	GNAQ	2776
P50150	P50150	GNG4	2786
P50213	P50213	IDH3A	3419
P50225	P50225	SULT1A1	6817
P50238	P50238	CRIP1	1396
P50336	P50336	PPOX	5498
P50395	P50395	GDI2	2665
P50402	P50402	EMD	2010
P50416	P50416	CPT1A	1374
P50440	P50440	GATM	2628
P50452	P50452	SERPINB8	5271
P50453	P50453	SERPINB9	5272
P50454	P50454	SERPINH1	871
P50479	P50479	PDLIM4	8572
P50502	P50502	ST13	6767
P50542	P50542	PEX5	5830
P50552	P50552	VASP	7408
P50570	P50570	DNM2	1785
P50579	P50579	METAP2	10988
P50583	P50583	NUDT2	318
P50747	P50747	HLCS	3141
P50750	P50750	CDK9	1025
P50851	P50851	LRBA	987
P50895	P50895	BCAM	4059
P50897	P50897	PPT1	5538
P50914	P50914	RPL14	9045
P50990	P50990	CCT8	10694
P50991	P50991	CCT4	10575
P50995	P50995	ANXA11	311
P51003	P51003	PAPOLA	10914
P51114	P51114	FXR1	8087
P51116	P51116	FXR2	9513
P51148	P51148	RAB5C	5878
P51149	P51149	RAB7A	7879
P51151	P51151	RAB9A	9367
P51153	P51153	RAB13	5872
P51159	P51159	RAB27A	5873
P51397	P51397	DAP	1611
P51398	P51398	DAP3	7818
P51452	P51452	DUSP3	1845
P51531	P51531	SMARCA2	6595
P51532	P51532	SMARCA4	6597
P51553	P51553	IDH3G	3421
P51570	P51570	GALK1	2584
P51571	P51571	SSR4	6748
P51572	P51572	BCAP31	10134
P51580	P51580	TPMT	7172
P51608	P51608	MECP2	4204
P51610	P51610	HCFC1	3054
P51617	P51617	IRAK1	3654
P51648	P51648	ALDH3A2	224
P51649	P51649	ALDH5A1	7915
P51659	P51659	HSD17B4	3295
P51665	P51665	PSMD7	5713
P51687	P51687	SUOX	6821
P51688	P51688	SGSH	6448
P51689	P51689	ARSD	414
P51690	P51690	ARSL	415
P51692	P51692	STAT5B	6777
P51693	P51693	APLP1	333
P51784	P51784	USP11	8237
P51790	P51790	CLCN3	1182
P51808	P51808	DYNLT3	6990
P51809	P51809	VAMP7	6845
P51812	P51812	RPS6KA3	6197
P51843	P51843	NR0B1	190
P51858	P51858	HDGF	3068
P51884	P51884	LUM	4060
P51888	P51888	PRELP	5549
P51911	P51911	CNN1	1264
P51948	P51948	MNAT1	4331
P51957	P51957	NEK4	6787
P51970	P51970	NDUFA8	4702
P51991	P51991	HNRNPA3	220988
P52209	P52209	PGD	5226
P52272	P52272	HNRNPM	4670
P52292	P52292	KPNA2	3838
P52294	P52294	KPNA1	3836
P52298	P52298	NCBP2	22916
P52306	P52306	RAP1GDS1	5910
P52434	P52434	POLR2H	5437
P52435	P52435	POLR2J	5439
P52565	P52565	ARHGDIA	396
P52566	P52566	ARHGDIB	397
P52569	P52569	SLC7A2	6542
P52594	P52594	AGFG1	3267
P52597	P52597	HNRNPF	3185
P52630	P52630	STAT2	6773
P52655	P52655	GTF2A1	2957
P52657	P52657	GTF2A2	2958
P52701	P52701	MSH6	2956
P52735	P52735	VAV2	7410
P52756	P52756	RBM5	10181
P52758	P52758	RIDA	10247
P52788	P52788	SMS	6611
P52803	P52803	EFNA5	1946
P52815	P52815	MRPL12	6182
P52888	P52888	THOP1	7064
P52895	P52895	AKR1C2	1646
P52907	P52907	CAPZA1	829
P52943	P52943	CRIP2	1397
P52945	P52945	PDX1	3651
P52948	P52948	NUP98	4928
P53004	P53004	BLVRA	644
P53007	P53007	SLC25A1	6576
P53041	P53041	PPP5C	5536
P53355	P53355	DAPK1	1612
P53365	P53365	ARFIP2	23647
P53367	P53367	ARFIP1	27236
P53384	P53384	NUBP1	4682
P53396	P53396	ACLY	47
P53582	P53582	METAP1	23173
P53597	P53597	SUCLG1	8802
P53602	P53602	MVD	4597
P53609	P53609	PGGT1B	5229
P53611	P53611	RABGGTB	5876
P53618	P53618	COPB1	1315
P53621	P53621	COPA	1314
P53634	P53634	CTSC	1075
P53672	P53672	CRYBA2	1412
P53675	P53675	CLTCL1	8218
P53677	P53677	AP3M2	10947
P53680	P53680	AP2S1	1175
P53990	P53990	IST1	9798
P53992	P53992	SEC24C	9632
P53999	P53999	SUB1	10923
P54105	P54105	CLNS1A	1207
P54136	P54136	RARS1	5917
P54289	P54289	CACNA2D1	781
P54315	P54315	PNLIPRP1	5407
P54317	P54317	PNLIPRP2	5408
P54577	P54577	YARS1	8565
P54578	P54578	USP14	9097
P54619	P54619	PRKAG1	5571
P54652	P54652	HSPA2	3306
P54687	P54687	BCAT1	586
P54709	P54709	ATP1B3	483
P54710	P54710	FXYD2	486
P54725	P54725	RAD23A	5886
P54727	P54727	RAD23B	5887
P54802	P54802	NAGLU	4669
P54803	P54803	GALC	2581
P54819	P54819	AK2	204
P54886	P54886	ALDH18A1	5832
P54920	P54920	NAPA	8775
P55001	P55001	MFAP2	4237
P55010	P55010	EIF5	1983
P55036	P55036	PSMD4	5710
P55039	P55039	DRG2	1819
P55060	P55060	CSE1L	1434
P55061	P55061	TMBIM6	7009
P55072	P55072	VCP	7415
P55081	P55081	MFAP1	4236
P55083	P55083	MFAP4	4239
P55084	P55084	HADHB	3032
P55145	P55145	MANF	7873
P55196	P55196	AFDN	4301
P55209	P55209	NAP1L1	4673
P55210	P55210	CASP7	840
P55212	P55212	CASP6	839
P55259	P55259	GP2	2813
P55263	P55263	ADK	132
P55265	P55265	ADAR	103
P55268	P55268	LAMB2	3913
P55285	P55285	CDH6	1004
P55290	P55290	CDH13	1012
P55327	P55327	TPD52	7163
P55347	P55347	PKNOX1	5316
P55735	P55735	SEC13	6396
P55769	P55769	SNU13	4809
P55786	P55786	NPEPPS	9520
P55789	P55789	GFER	2671
P55795	P55795	HNRNPH2	3188
P55809	P55809	OXCT1	5019
P55884	P55884	EIF3B	8662
P55899	P55899	FCGRT	2217
P55957	P55957	BID	637
P56134	P56134	ATP5MF	9551
P56181	P56181	NDUFV3	4731
P56182	P56182	RRP1	8568
P56192	P56192	MARS1	4141
P56199	P56199	ITGA1	3672
P56211	P56211	ARPP19	10776
P56377	P56377	AP1S2	8905
P56378	P56378	ATP5MJ	9556
P56381	P56381	ATP5F1E	514
P56385	P56385	ATP5ME	521
P56470	P56470	LGALS4	3960
P56524	P56524	HDAC4	9759
P56537	P56537	EIF6	3692
P56545	P56545	CTBP2	1488
P56556	P56556	NDUFA6	4700
P56589	P56589	PEX3	8504
P56937	P56937	HSD17B7	51478
P56945	P56945	BCAR1	9564
P57076	P57076	CFAP298	56683
P57088	P57088	TMEM33	55161
P57105	P57105	SYNJ2BP	55333
P57721	P57721	PCBP3	54039
P57735	P57735	RAB25	57111
P57737	P57737	CORO7	79585
P57740	P57740	NUP107	57122
P57764	P57764	GSDMD	79792
P57772	P57772	EEFSEC	60678
P58005	P58005	SESN3	143686
P58107	P58107	EPPK1	83481
P58499	P58499	FAM3B	54097
P58546	P58546	MTPN	136319
P58876	P58876	H2BC5	3017
P59665	P59665	DEFA1; DEFA1B	1667
P59768	P59768	GNG2	54331
P59780	P59780	AP3S2	10239
P59998	P59998	ARPC4	10093
P60033	P60033	CD81	975
P60174	P60174	TPI1	7167
P60228	P60228	EIF3E	3646
P60468	P60468	SEC61B	10952
P60484	P60484	PTEN	5728
P60510	P60510	PPP4C	5531
P60520	P60520	GABARAPL2	11345
P60660	P60660	MYL6	4637
P60709	P60709	ACTB	60
P60842	P60842	EIF4A1	1973
P60866	P60866	RPS20	6224
P60880	P60880	SNAP25	6616
P60891	P60891	PRPS1	5631
P60900	P60900	PSMA6	5687
P60903	P60903	S100A10	6281
P60953	P60953	CDC42	998
P60981	P60981	DSTN	11034
P60983	P60983	GMFB	2764
P61006	P61006	RAB8A	4218
P61009	P61009	SPCS3	60559
P61011	P61011	SRP54	6729
P61018	P61018	RAB4B	53916
P61019	P61019	RAB2A	5862
P61020	P61020	RAB5B	5869
P61026	P61026	RAB10	10890
P61077	P61077	UBE2D3	7323
P61081	P61081	UBE2M	9040
P61086	P61086	UBE2K	3093
P61088	P61088	UBE2N	7334
P61106	P61106	RAB14	51552
P61158	P61158	ACTR3	10096
P61160	P61160	ACTR2	10097
P61163	P61163	ACTR1A	10121
P61201	P61201	COPS2	9318
P61221	P61221	ABCE1	6059
P61224	P61224	RAP1B	5908
P61225	P61225	RAP2B	5912
P61244	P61244	MAX	4149
P61247	P61247	RPS3A	6189
P61254	P61254	RPL26	6154
P61278	P61278	SST	6750
P61289	P61289	PSME3	10197
P61313	P61313	RPL15	6138
P61353	P61353	RPL27	6155
P61421	P61421	ATP6V0D1	9114
P61457	P61457	PCBD1	5092
P61513	P61513	RPL37A	6168
P61586	P61586	RHOA	387
P61601	P61601	NCALD	83988
P61604	P61604	HSPE1	3336
P61619	P61619	SEC61A1	29927
P61626	P61626	LYZ	4069
P61758	P61758	VBP1	7411
P61764	P61764	STXBP1	6812
P61769	P61769	B2M	567
P61803	P61803	DAD1	1603
P61916	P61916	NPC2	10577
P61923	P61923	COPZ1	22818
P61927	P61927	RPL37	6167
P61956	P61956	SUMO2	6613
P61960	P61960	UFM1	51569
P61964	P61964	WDR5	11091
P61966	P61966	AP1S1	1174
P61970	P61970	NUTF2	10204
P61978	P61978	HNRNPK	3190
P61981	P61981	YWHAG	7532
P62070	P62070	RRAS2	22800
P62072	P62072	TIMM10	26519
P62081	P62081	RPS7	6201
P62136	P62136	PPP1CA	5499
P62140	P62140	PPP1CB	5500
P62191	P62191	PSMC1	5700
P62195	P62195	PSMC5	5705
P62241	P62241	RPS8	6202
P62244	P62244	RPS15A	6210
P62249	P62249	RPS16	6217
P62253	P62253	UBE2G1	7326
P62256	P62256	UBE2H	7328
P62258	P62258	YWHAE	7531
P62263	P62263	RPS14	6208
P62266	P62266	RPS23	6228
P62269	P62269	RPS18	6222
P62273	P62273	RPS29	6235
P62277	P62277	RPS13	6207
P62280	P62280	RPS11	6205
P62304	P62304	SNRPE	6635
P62306	P62306	SNRPF	6636
P62308	P62308	SNRPG	6637
P62310	P62310	LSM3	27258
P62312	P62312	LSM6	11157
P62314	P62314	SNRPD1	6632
P62316	P62316	SNRPD2	6633
P62318	P62318	SNRPD3	6634
P62328	P62328	TMSB4X	7114
P62330	P62330	ARF6	382
P62333	P62333	PSMC6	5706
P62424	P62424	RPL7A	6130
P62491	P62491	RAB11A	8766
P62495	P62495	ETF1	2107
P62633	P62633	CNBP	7555
P62701	P62701	RPS4X	6191
P62714	P62714	PPP2CB	5516
P62736	P62736	ACTA2	59
P62745	P62745	RHOB	388
P62750	P62750	RPL23A	6147
P62753	P62753	RPS6	6194
P62805	P62805	H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	8294
P62820	P62820	RAB1A	5861
P62826	P62826	RAN	5901
P62829	P62829	RPL23	9349
P62841	P62841	RPS15	6209
P62847	P62847	RPS24	6229
P62851	P62851	RPS25	6230
P62854	P62854	RPS26	6231
P62857	P62857	RPS28	6234
P62861	P62861	FAU	2197
P62873	P62873	GNB1	2782
P62875	P62875	POLR2L	5441
P62877	P62877	RBX1	9978
P62879	P62879	GNB2	2783
P62888	P62888	RPL30	6156
P62891	P62891	RPL39	6170
P62899	P62899	RPL31	6160
P62906	P62906	RPL10A	4736
P62910	P62910	RPL32	6161
P62913	P62913	RPL11	6135
P62917	P62917	RPL8	6132
P62937	P62937	PPIA	5478
P62942	P62942	FKBP1A	2280
P62979	P62979	RPS27A	6233
P62993	P62993	GRB2	2885
P62995	P62995	TRA2B	6434
P63000	P63000	RAC1	5879
P63010	P63010	AP2B1	163
P63027	P63027	VAMP2	6844
P63096	P63096	GNAI1	2770
P63098	P63098	PPP3R1	5534
P63104	P63104	YWHAZ	7534
P63146	P63146	UBE2B	7320
P63151	P63151	PPP2R2A	5520
P63167	P63167	DYNLL1	8655
P63172	P63172	DYNLT1	6993
P63173	P63173	RPL38	6169
P63208	P63208	SKP1	6500
P63218	P63218	GNG5	2787
P63220	P63220	RPS21	6227
P63241	P63241	EIF5A	1984
P63244	P63244	RACK1	10399
P63261	P63261	ACTG1	71
P63272	P63272	SUPT4H1	6827
P63279	P63279	UBE2I	7329
P63313	P63313	TMSB10	9168
P67775	P67775	PPP2CA	5515
P67809	P67809	YBX1	4904
P67812	P67812	SEC11A	23478
P67870	P67870	CSNK2B	1460
P67936	P67936	TPM4	7171
P68036	P68036	UBE2L3	7332
P68104	P68104	EEF1A1	1915
P68363	P68363	TUBA1B	10376
P68366	P68366	TUBA4A	7277
P68371	P68371	TUBB4B	10383
P68400	P68400	CSNK2A1	1457
P68402	P68402	PAFAH1B2	5049
P68871	P68871	HBB	3043
P69849	P69849	NOMO3	408050
P69891	P69891	HBG1	3047
P69892	P69892	HBG2	3048
P69905	P69905	HBA1; HBA2	3039
P78318	P78318	IGBP1	3476
P78332	P78332	RBM6	10180
P78344	P78344	EIF4G2	1982
P78346	P78346	RPP30	10556
P78347	P78347	GTF2I	2969
P78352	P78352	DLG4	1742
P78356	P78356	PIP4K2B	8396
P78362	P78362	SRPK2	6733
P78371	P78371	CCT2	10576
P78406	P78406	RAE1	8480
P78410	P78410	BTN3A2	11118
P78417	P78417	GSTO1	9446
P78527	P78527	PRKDC	5591
P78537	P78537	BLOC1S1	2647
P78540	P78540	ARG2	384
P78549	P78549	NTHL1	4913
P78559	P78559	MAP1A	4130
P78560	P78560	CRADD	8738
P80303	P80303	NUCB2	4925
P80370	P80370	DLK1	8788
P80404	P80404	ABAT	18
P80511	P80511	S100A12	6283
P80723	P80723	BASP1	10409
P81605	P81605	DCD	117159
P82094	P82094	TMF1	7110
P82650	P82650	MRPS22	56945
P82663	P82663	MRPS25	64432
P82664	P82664	MRPS10	55173
P82673	P82673	MRPS35	60488
P82675	P82675	MRPS5	64969
P82909	P82909	KGD4	92259
P82912	P82912	MRPS11	64963
P82914	P82914	MRPS15	64960
P82930	P82930	MRPS34	65993
P82932	P82932	MRPS6	64968
P82933	P82933	MRPS9	64965
P82970	P82970	HMGN5	79366
P82979	P82979	SARNP	84324
P83111	P83111	LACTB	114294
P83436	P83436	COG7	91949
P83731	P83731	RPL24	6152
P83916	P83916	CBX1	10951
P84077	P84077	ARF1	375
P84085	P84085	ARF5	381
P84090	P84090	ERH	2079
P84095	P84095	RHOG	391
P84098	P84098	RPL19	6143
P84103	P84103	SRSF3	6428
P84157	P84157	MXRA7	439921
P84243	P84243	H3-3A; H3-3B	3020
P85037	P85037	FOXK1	221937
P86790	P86790	CCZ1B	51622
P98082	P98082	DAB2	1601
P98155	P98155	VLDLR	7436
P98160	P98160	HSPG2	3339
P98170	P98170	XIAP	331
P98172	P98172	EFNB1	1947
P98175	P98175	RBM10	8241
P98179	P98179	RBM3	5935
P98194	P98194	ATP2C1	27032
P99999	P99999	CYCS	54205
Q00013	Q00013	MPP1	4354
Q00059	Q00059	TFAM	7019
Q00169	Q00169	PITPNA	5306
Q00266	Q00266	MAT1A	4143
Q00325	Q00325	SLC25A3	5250
Q00341	Q00341	HDLBP	3069
Q00403	Q00403	GTF2B	2959
Q00535	Q00535	CDK5	1020
Q00536	Q00536	CDK16	5127
Q00577	Q00577	PURA	5813
Q00587	Q00587	CDC42EP1	11135
Q00610	Q00610	CLTC	1213
Q00613	Q00613	HSF1	3297
Q00688	Q00688	FKBP3	2287
Q00765	Q00765	REEP5	7905
Q00796	Q00796	SORD	6652
Q00839	Q00839	HNRNPU	3192
Q00978	Q00978	IRF9	10379
Q01081	Q01081	U2AF1	7307
Q01082	Q01082	SPTBN1	6711
Q01085	Q01085	TIAL1	7073
Q01101	Q01101	INSM1	3642
Q01105	Q01105	SET	6418
Q01130	Q01130	SRSF2	6427
Q01167	Q01167	FOXK2	3607
Q01415	Q01415	GALK2	2585
Q01433	Q01433	AMPD2	271
Q01469	Q01469	FABP5	2171
Q01484	Q01484	ANK2	287
Q01518	Q01518	CAP1	10487
Q01581	Q01581	HMGCS1	3157
Q01628	Q01628	IFITM3	10410
Q01650	Q01650	SLC7A5	8140
Q01658	Q01658	DR1	1810
Q01668	Q01668	CACNA1D	776
Q01740	Q01740	FMO1	2326
Q01780	Q01780	EXOSC10	5394
Q01804	Q01804	OTUD4	54726
Q01813	Q01813	PFKP	5214
Q01831	Q01831	XPC	7508
Q01844	Q01844	EWSR1	2130
Q01850	Q01850	CDR2	1039
Q01955	Q01955	COL4A3	1285
Q01968	Q01968	OCRL	4952
Q01970	Q01970	PLCB3	5331
Q01995	Q01995	TAGLN	6876
Q02040	Q02040	AKAP17A	8227
Q02083	Q02083	NAAA	27163
Q02108	Q02108	GUCY1A1	2982
Q02127	Q02127	DHODH	1723
Q02153	Q02153	GUCY1B1	2983
Q02156	Q02156	PRKCE	5581
Q02218	Q02218	OGDH	4967
Q02252	Q02252	ALDH6A1	4329
Q02318	Q02318	CYP27A1	1593
Q02338	Q02338	BDH1	622
Q02413	Q02413	DSG1	1828
Q02447	Q02447	SP3	6670
Q02487	Q02487	DSC2	1824
Q02543	Q02543	RPL18A	6142
Q02750	Q02750	MAP2K1	5604
Q02790	Q02790	FKBP4	2288
Q02809	Q02809	PLOD1	5351
Q02818	Q02818	NUCB1	4924
Q02878	Q02878	RPL6	6128
Q02880	Q02880	TOP2B	7155
Q02952	Q02952	AKAP12	9590
Q02978	Q02978	SLC25A11	8402
Q03001	Q03001	DST	667
Q03113	Q03113	GNA12	2768
Q03135	Q03135	CAV1	857
Q03167	Q03167	TGFBR3	7049
Q03169	Q03169	TNFAIP2	7127
Q03188	Q03188	CENPC	1060
Q03252	Q03252	LMNB2	84823
Q03393	Q03393	PTS	5805
Q03426	Q03426	MVK	4598
Q03518	Q03518	TAP1	6890
Q03519	Q03519	TAP2	6891
Q03701	Q03701	CEBPZ	10153
Q04206	Q04206	RELA	5970
Q04323	Q04323	UBXN1	51035
Q04446	Q04446	GBE1	2632
Q04637	Q04637	EIF4G1	1981
Q04656	Q04656	ATP7A	538
Q04695	Q04695	KRT17	3872
Q04725	Q04725	TLE2	7089
Q04760	Q04760	GLO1	2739
Q04837	Q04837	SSBP1	6742
Q04917	Q04917	YWHAH	7533
Q04941	Q04941	PLP2	5355
Q05048	Q05048	CSTF1	1477
Q05084	Q05084	ICA1	3382
Q05086	Q05086	UBE3A	7337
Q05193	Q05193	DNM1	1759
Q05209	Q05209	PTPN12	5782
Q05329	Q05329	GAD2	2572
Q05397	Q05397	PTK2	5747
Q05469	Q05469	LIPE	3991
Q05519	Q05519	SRSF11	9295
Q05639	Q05639	EEF1A2	1917
Q05655	Q05655	PRKCD	5580
Q05682	Q05682	CALD1	800
Q05707	Q05707	COL14A1	7373
Q05823	Q05823	RNASEL	6041
Q05932	Q05932	FPGS	2356
Q05940	Q05940	SLC18A2	6571
Q05BV3	Q05BV3	EML5	161436
Q06055	Q06055	ATP5MC2	517
Q06124	Q06124	PTPN11	5781
Q06136	Q06136	KDSR	2531
Q06141	Q06141	REG3A	5068
Q06203	Q06203	PPAT	5471
Q06210	Q06210	GFPT1	2673
Q06265	Q06265	EXOSC9	5393
Q06278	Q06278	AOX1	316
Q06323	Q06323	PSME1	5720
Q06330	Q06330	RBPJ	3516
Q06546	Q06546	GABPA	2551
Q06587	Q06587	RING1	6015
Q06787	Q06787	FMR1	2332
Q06828	Q06828	FMOD	2331
Q06830	Q06830	PRDX1	5052
Q07020	Q07020	RPL18	6141
Q07021	Q07021	C1QBP	708
Q07065	Q07065	CKAP4	10970
Q07075	Q07075	ENPEP	2028
Q07092	Q07092	COL16A1	1307
Q07157	Q07157	TJP1	7082
Q07325	Q07325	CXCL9	4283
Q07507	Q07507	DPT	1805
Q07666	Q07666	KHDRBS1	10657
Q07812	Q07812	BAX	581
Q07817	Q07817	BCL2L1	598
Q07866	Q07866	KLC1	3831
Q07954	Q07954	LRP1	4035
Q07955	Q07955	SRSF1	6426
