From	Entry	Gene.Names..primary.	ENTREZID
Q9H8H3	Q9H8H3	TMT1A	25840
Q9H8L6	Q9H8L6	MMRN2	79812
Q9H8M2	Q9H8M2	BRD9	65980
Q9H8M5	Q9H8M5	CNNM2	54805
Q9H8T0	Q9H8T0	AKTIP	64400
Q9H8W4	Q9H8W4	PLEKHF2	79666
Q9H8Y8	Q9H8Y8	GORASP2	26003
Q9H910	Q9H910	JPT2	90861
Q9H936	Q9H936	SLC25A22	79751
Q9H974	Q9H974	QTRT2	79691
Q9H993	Q9H993	ARMT1	79624
Q9H9A5	Q9H9A5	CNOT10	25904
Q9H9A6	Q9H9A6	LRRC40	55631
Q9H9B4	Q9H9B4	SFXN1	94081
Q9H9C1	Q9H9C1	VIPAS39	63894
Q9H9E3	Q9H9E3	COG4	25839
Q9H9F9	Q9H9F9	ACTR5	79913
Q9H9G7	Q9H9G7	AGO3	192669
Q9H9H4	Q9H9H4	VPS37B	79720
Q9H9J2	Q9H9J2	MRPL44	65080
Q9H9P8	Q9H9P8	L2HGDH	79944
Q9H9Q2	Q9H9Q2	COPS7B	64708
Q9H9S4	Q9H9S4	CAB39L	81617
Q9H9T3	Q9H9T3	ELP3	55140
Q9HA47	Q9HA47	UCK1	83549
Q9HA64	Q9HA64	FN3KRP	79672
Q9HA65	Q9HA65	TBC1D17	79735
Q9HA77	Q9HA77	CARS2	79587
Q9HAB8	Q9HAB8	PPCS	79717
Q9HAD4	Q9HAD4	WDR41	55255
Q9HAF1	Q9HAF1	MEAF6	64769
Q9HAN9	Q9HAN9	NMNAT1	64802
Q9HAU0	Q9HAU0	PLEKHA5	54477
Q9HAU5	Q9HAU5	UPF2	26019
Q9HAV4	Q9HAV4	XPO5	57510
Q9HAV7	Q9HAV7	GRPEL1	80273
Q9HB07	Q9HB07	MYG1	60314
Q9HB21	Q9HB21	PLEKHA1	59338
Q9HB40	Q9HB40	SCPEP1	59342
Q9HB71	Q9HB71	CACYBP	27101
Q9HBF4	Q9HBF4	ZFYVE1	53349
Q9HBG6	Q9HBG6	IFT122	55764
Q9HBH5	Q9HBH5	RDH14	57665
Q9HBL0	Q9HBL0	TNS1	7145
Q9HBL7	Q9HBL7	PLGRKT	55848
Q9HBR0	Q9HBR0	SLC38A10	124565
Q9HC07	Q9HC07	TMEM165	55858
Q9HC35	Q9HC35	EML4	27436
Q9HC36	Q9HC36	MRM3	55178
Q9HC38	Q9HC38	GLOD4	51031
Q9HC52	Q9HC52	CBX8	57332
Q9HC78	Q9HC78	ZBTB20	26137
Q9HC98	Q9HC98	NEK6	10783
Q9HCB6	Q9HCB6	SPON1	10418
Q9HCC0	Q9HCC0	MCCC2	64087
Q9HCD5	Q9HCD5	NCOA5	57727
Q9HCD6	Q9HCD6	TANC2	26115
Q9HCE1	Q9HCE1	MOV10	4343
Q9HCE5	Q9HCE5	METTL14	57721
Q9HCE6	Q9HCE6	ARHGEF10L	55160
Q9HCG8	Q9HCG8	CWC22	57703
Q9HCJ1	Q9HCJ1	ANKH	56172
Q9HCJ6	Q9HCJ6	VAT1L	57687
Q9HCK4	Q9HCK4	ROBO2	6092
Q9HCM4	Q9HCM4	EPB41L5	57669
Q9HCN4	Q9HCN4	GPN1	11321
Q9HCN8	Q9HCN8	SDF2L1	23753
Q9HCP6	Q9HCP6	HHATL	57467
Q9HCS7	Q9HCS7	XAB2	56949
Q9HCU5	Q9HCU5	PREB	10113
Q9HCY8	Q9HCY8	S100A14	57402
Q9HD15	Q9HD15	SRA1	10011
Q9HD20	Q9HD20	ATP13A1	57130
Q9HD26	Q9HD26	GOPC	57120
Q9HD33	Q9HD33	MRPL47	57129
Q9HD40	Q9HD40	SEPSECS	51091
Q9HD42	Q9HD42	CHMP1A	5119
Q9HD45	Q9HD45	TM9SF3	56889
Q9HDC9	Q9HDC9	APMAP	57136
Q9NNW5	Q9NNW5	WDR6	11180
Q9NNW7	Q9NNW7	TXNRD2	10587
Q9NP58	Q9NP58	ABCB6	10058
Q9NP61	Q9NP61	ARFGAP3	26286
Q9NP66	Q9NP66	HMG20A	10363
Q9NP72	Q9NP72	RAB18	22931
Q9NP73	Q9NP73	ALG13	79868
Q9NP74	Q9NP74	PALMD	54873
Q9NP77	Q9NP77	SSU72	29101
Q9NP79	Q9NP79	VTA1	51534
Q9NP80	Q9NP80	PNPLA8	50640
Q9NP81	Q9NP81	SARS2	54938
Q9NP90	Q9NP90	RAB9B	51209
Q9NP92	Q9NP92	MRPS30	10884
Q9NP97	Q9NP97	DYNLRB1	83658
Q9NPA0	Q9NPA0	EMC7	56851
Q9NPA8	Q9NPA8	ENY2	56943
Q9NPD3	Q9NPD3	EXOSC4	54512
Q9NPE2	Q9NPE2	NGRN	51335
Q9NPF4	Q9NPF4	OSGEP	55644
Q9NPF5	Q9NPF5	DMAP1	55929
Q9NPH0	Q9NPH0	ACP6	51205
Q9NPH2	Q9NPH2	ISYNA1	51477
Q9NPI6	Q9NPI6	DCP1A	55802
Q9NPJ3	Q9NPJ3	ACOT13	55856
Q9NPJ6	Q9NPJ6	MED4	29079
Q9NPL8	Q9NPL8	TIMMDC1	51300
Q9NPQ8	Q9NPQ8	RIC8A	60626
Q9NPR9	Q9NPR9	GPR108	56927
Q9NQ29	Q9NQ29	LUC7L	55692
Q9NQ48	Q9NQ48	LZTFL1	54585
Q9NQ50	Q9NQ50	MRPL40	64976
Q9NQ55	Q9NQ55	PPAN	56342
Q9NQ66	Q9NQ66	PLCB1	23236
Q9NQ89	Q9NQ89	FERRY3	57102
Q9NQ94	Q9NQ94	A1CF	29974
Q9NQC1	Q9NQC1	JADE2	23338
Q9NQC3	Q9NQC3	RTN4	57142
Q9NQE9	Q9NQE9	HINT3	135114
Q9NQG5	Q9NQG5	RPRD1B	58490
Q9NQG6	Q9NQG6	MIEF1	NA
Q9NQH7	Q9NQH7	XPNPEP3	63929
Q9NQL2	Q9NQL2	RRAGD	58528
Q9NQP4	Q9NQP4	PFDN4	5203
Q9NQR4	Q9NQR4	NIT2	56954
Q9NQR9	Q9NQR9	G6PC2	57818
Q9NQS1	Q9NQS1	AVEN	57099
Q9NQS3	Q9NQS3	NECTIN3	25945
Q9NQT5	Q9NQT5	EXOSC3	51010
Q9NQT8	Q9NQT8	KIF13B	23303
Q9NQW7	Q9NQW7	XPNPEP1	7511
Q9NQX3	Q9NQX3	GPHN	10243
Q9NQX4	Q9NQX4	MYO5C	55930
Q9NQX5	Q9NQX5	NPDC1	56654
Q9NQZ2	Q9NQZ2	UTP3	57050
Q9NR09	Q9NR09	BIRC6	57448
Q9NR12	Q9NR12	PDLIM7	9260
Q9NR19	Q9NR19	ACSS2	55902
Q9NR28	Q9NR28	DIABLO	56616
Q9NR30	Q9NR30	DDX21	9188
Q9NR31	Q9NR31	SAR1A	56681
Q9NR34	Q9NR34	MAN1C1	57134
Q9NR45	Q9NR45	NANS	54187
Q9NR46	Q9NR46	SH3GLB2	56904
Q9NR50	Q9NR50	EIF2B3	8891
Q9NR56	Q9NR56	MBNL1	4154
Q9NRA2	Q9NRA2	SLC17A5	26503
Q9NRA8	Q9NRA8	EIF4ENIF1	56478
Q9NRC1	Q9NRC1	ST7	7982
Q9NRC6	Q9NRC6	SPTBN5	51332
Q9NRD5	Q9NRD5	PICK1	9463
Q9NRF2	Q9NRF2	SH2B1	25970
Q9NRF8	Q9NRF8	CTPS2	56474
Q9NRF9	Q9NRF9	POLE3	54107
Q9NRG1	Q9NRG1	PRTFDC1	56952
Q9NRG7	Q9NRG7	SDR39U1	56948
Q9NRG9	Q9NRG9	AAAS	8086
Q9NRL3	Q9NRL3	STRN4	29888
Q9NRN5	Q9NRN5	OLFML3	56944
Q9NRN7	Q9NRN7	AASDHPPT	60496
Q9NRP0	Q9NRP0	OSTC	58505
Q9NRR5	Q9NRR5	UBQLN4	56893
Q9NRS6	Q9NRS6	SNX15	29907
Q9NRV9	Q9NRV9	HEBP1	50865
Q9NRW1	Q9NRW1	RAB6B	51560
Q9NRW7	Q9NRW7	VPS45	11311
Q9NRX2	Q9NRX2	MRPL17	63875
Q9NRX4	Q9NRX4	PHPT1	29085
Q9NRX5	Q9NRX5	SERINC1	57515
Q9NRY2	Q9NRY2	INIP	58493
Q9NRY4	Q9NRY4	ARHGAP35	2909
Q9NRY5	Q9NRY5	FAM114A2	10827
Q9NRZ7	Q9NRZ7	AGPAT3	56894
Q9NS00	Q9NS00	C1GALT1	56913
Q9NS69	Q9NS69	TOMM22	56993
Q9NS86	Q9NS86	LANCL2	55915
Q9NSD9	Q9NSD9	FARSB	10056
Q9NSE4	Q9NSE4	IARS2	55699
Q9NSK0	Q9NSK0	KLC4	89953
Q9NSY1	Q9NSY1	BMP2K	55589
Q9NT62	Q9NT62	ATG3	64422
Q9NTG7	Q9NTG7	SIRT3	23410
Q9NTI5	Q9NTI5	PDS5B	23047
Q9NTJ4	Q9NTJ4	MAN2C1	4123
Q9NTJ5	Q9NTJ5	SACM1L	22908
Q9NTK1	Q9NTK1	DEPP1	11067
Q9NTK5	Q9NTK5	OLA1	29789
Q9NTU7	Q9NTU7	CBLN4	140689
Q9NTX5	Q9NTX5	ECHDC1	55862
Q9NTZ6	Q9NTZ6	RBM12	10137
Q9NU22	Q9NU22	MDN1	23195
Q9NUA8	Q9NUA8	ZBTB40	9923
Q9NUB1	Q9NUB1	ACSS1	84532
Q9NUD5	Q9NUD5	ZCCHC3	85364
Q9NUG6	Q9NUG6	PDRG1	81572
Q9NUI1	Q9NUI1	DECR2	26063
Q9NUJ1	Q9NUJ1	ABHD10	55347
Q9NUL5	Q9NUL5	SHFL	55337
Q9NUM4	Q9NUM4	TMEM106B	54664
Q9NUN5	Q9NUN5	LMBRD1	55788
Q9NUP1	Q9NUP1	BLOC1S4	55330
Q9NUP9	Q9NUP9	LIN7C	55327
Q9NUQ2	Q9NUQ2	AGPAT5	55326
Q9NUQ3	Q9NUQ3	TXLNG	55787
Q9NUQ6	Q9NUQ6	SPATS2L	26010
Q9NUQ7	Q9NUQ7	UFSP2	55325
Q9NUQ8	Q9NUQ8	ABCF3	55324
Q9NUQ9	Q9NUQ9	CYRIB	51571
Q9NUT2	Q9NUT2	ABCB8	11194
Q9NUU6	Q9NUU6	OTULINL	54491
Q9NUU7	Q9NUU7	DDX19A	55308
Q9NUV9	Q9NUV9	GIMAP4	55303
Q9NUY8	Q9NUY8	TBC1D23	55773
Q9NV70	Q9NV70	EXOC1	55763
Q9NV79	Q9NV79	PCMTD2	55251
Q9NV96	Q9NV96	TMEM30A	55754
Q9NVA1	Q9NVA1	UQCC1	55245
Q9NVA2	Q9NVA2	SEPTIN11	55752
Q9NVA4	Q9NVA4	TMEM184C	55751
Q9NVD7	Q9NVD7	PARVA	55742
Q9NVE7	Q9NVE7	PANK4	55229
Q9NVG8	Q9NVG8	TBC1D13	54662
Q9NVH0	Q9NVH0	EXD2	55218
Q9NVH1	Q9NVH1	DNAJC11	55735
Q9NVH2	Q9NVH2	INTS7	25896
Q9NVH6	Q9NVH6	TMLHE	55217
Q9NVI7	Q9NVI7	ATAD3A	55210
Q9NVJ2	Q9NVJ2	ARL8B	55207
Q9NVM1	Q9NVM1	EVA1B	55194
Q9NVM6	Q9NVM6	DNAJC17	55192
Q9NVP1	Q9NVP1	DDX18	8886
Q9NVQ4	Q9NVQ4	FAIM	55179
Q9NVR0	Q9NVR0	KLHL11	55175
Q9NVR2	Q9NVR2	INTS10	55174
Q9NVS2	Q9NVS2	MRPS18A	55168
Q9NVS9	Q9NVS9	PNPO	55163
Q9NVT9	Q9NVT9	ARMC1	55156
Q9NVV0	Q9NVV0	TMEM38B	55151
Q9NVV4	Q9NVV4	MTPAP	55149
Q9NVV5	Q9NVV5	AIG1	51390
Q9NVZ3	Q9NVZ3	NECAP2	55707
Q9NW07	Q9NW07	ZNF358	140467
Q9NW13	Q9NW13	RBM28	55131
Q9NW64	Q9NW64	RBM22	55696
Q9NW68	Q9NW68	BSDC1	55108
Q9NW82	Q9NW82	WDR70	55100
Q9NW97	Q9NW97	TMEM51	55092
Q9NWB6	Q9NWB6	ARGLU1	55082
Q9NWH9	Q9NWH9	SLTM	79811
Q9NWM3	Q9NWM3	CUEDC1	404093
Q9NWS0	Q9NWS0	PIH1D1	55011
Q9NWT6	Q9NWT6	HIF1AN	55662
Q9NWU1	Q9NWU1	OXSM	54995
Q9NWU2	Q9NWU2	GID8	54994
Q9NWU5	Q9NWU5	MRPL22	29093
Q9NWV4	Q9NWV4	CZIB	54987
Q9NWV8	Q9NWV8	BABAM1	29086
Q9NWW5	Q9NWW5	CLN6	54982
Q9NWY4	Q9NWY4	HPF1	54969
Q9NWZ3	Q9NWZ3	IRAK4	51135
Q9NWZ5	Q9NWZ5	UCKL1	54963
Q9NX05	Q9NX05	FAM120C	54954
Q9NX08	Q9NX08	COMMD8	54951
Q9NX14	Q9NX14	NDUFB11	54539
Q9NX20	Q9NX20	MRPL16	54948
Q9NX24	Q9NX24	NHP2	55651
Q9NX40	Q9NX40	OCIAD1	54940
Q9NX46	Q9NX46	ADPRS	54936
Q9NX58	Q9NX58	LYAR	55646
Q9NX62	Q9NX62	BPNT2	54928
Q9NX63	Q9NX63	CHCHD3	54927
Q9NXA8	Q9NXA8	SIRT5	23408
Q9NXC5	Q9NXC5	MIOS	54468
Q9NXE4	Q9NXE4	SMPD4	55627
Q9NXF1	Q9NXF1	TEX10	54881
Q9NXG2	Q9NXG2	THUMPD1	55623
Q9NXG6	Q9NXG6	P4HTM	54681
Q9NXH9	Q9NXH9	TRMT1	55621
Q9NXJ5	Q9NXJ5	PGPEP1	54858
Q9NXL6	Q9NXL6	SIDT1	54847
Q9NXR5	Q9NXR5	ANKRD10	55608
Q9NXS2	Q9NXS2	QPCTL	54814
Q9NXU5	Q9NXU5	ARL15	54622
Q9NXV6	Q9NXV6	CDKN2AIP	55602
Q9NXW2	Q9NXW2	DNAJB12	54788
Q9NXX6	Q9NXX6	NSMCE4A	54780
Q9NY12	Q9NY12	GAR1	54433
Q9NY27	Q9NY27	PPP4R2	151987
Q9NY33	Q9NY33	DPP3	10072
Q9NY47	Q9NY47	CACNA2D2	9254
Q9NY59	Q9NY59	SMPD3	55512
Q9NY61	Q9NY61	AATF	26574
Q9NY65	Q9NY65	TUBA8	51807
Q9NY93	Q9NY93	DDX56	54606
Q9NYB0	Q9NYB0	TERF2IP	54386
Q9NYB9	Q9NYB9	ABI2	10152
Q9NYF8	Q9NYF8	BCLAF1	9774
Q9NYH9	Q9NYH9	UTP6	55813
Q9NYK5	Q9NYK5	MRPL39	54148
Q9NYL4	Q9NYL4	FKBP11	51303
Q9NYL9	Q9NYL9	TMOD3	29766
Q9NYM9	Q9NYM9	BET1L	51272
Q9NYU1	Q9NYU1	UGGT2	55757
Q9NYU2	Q9NYU2	UGGT1	56886
Q9NYV4	Q9NYV4	CDK12	51755
Q9NZ01	Q9NZ01	TECR	9524
Q9NZ08	Q9NZ08	ERAP1	51752
Q9NZ09	Q9NZ09	UBAP1	51271
Q9NZ32	Q9NZ32	ACTR10	55860
Q9NZ43	Q9NZ43	USE1	55850
Q9NZ45	Q9NZ45	CISD1	55847
Q9NZ52	Q9NZ52	GGA3	23163
Q9NZB2	Q9NZB2	FAM120A	23196
Q9NZC3	Q9NZC3	GDE1	51573
Q9NZC7	Q9NZC7	WWOX	51741
Q9NZD2	Q9NZD2	GLTP	51228
Q9NZD8	Q9NZD8	SPG21	51324
Q9NZI7	Q9NZI7	UBP1	7342
Q9NZJ5	Q9NZJ5	EIF2AK3	9451
Q9NZJ7	Q9NZJ7	MTCH1	23787
Q9NZJ9	Q9NZJ9	NUDT4	11163
Q9NZL4	Q9NZL4	HSPBP1	23640
Q9NZL9	Q9NZL9	MAT2B	27430
Q9NZM1	Q9NZM1	MYOF	26509
Q9NZM3	Q9NZM3	ITSN2	50618
Q9NZN3	Q9NZN3	EHD3	30845
Q9NZN4	Q9NZN4	EHD2	30846
Q9NZN5	Q9NZN5	ARHGEF12	23365
Q9NZN8	Q9NZN8	CNOT2	4848
Q9NZQ3	Q9NZQ3	NCKIPSD	51517
Q9NZQ8	Q9NZQ8	TRPM5	29850
Q9NZR1	Q9NZR1	TMOD2	29767
Q9NZT1	Q9NZT1	CALML5	51806
Q9NZT2	Q9NZT2	OGFR	11054
Q9NZU5	Q9NZU5	LMCD1	29995
Q9NZW5	Q9NZW5	PALS2	51678
Q9NZZ3	Q9NZZ3	CHMP5	51510
Q9P000	Q9P000	COMMD9	29099
Q9P013	Q9P013	CWC15	51503
Q9P015	Q9P015	MRPL15	29088
Q9P016	Q9P016	THYN1	29087
Q9P032	Q9P032	NDUFAF4	29078
Q9P035	Q9P035	HACD3	51495
Q9P0I2	Q9P0I2	EMC3	55831
Q9P0J0	Q9P0J0	NDUFA13	51079
Q9P0J1	Q9P0J1	PDP1	54704
Q9P0J7	Q9P0J7	KCMF1	56888
Q9P0K7	Q9P0K7	RAI14	26064
Q9P0L0	Q9P0L0	VAPA	9218
Q9P0L2	Q9P0L2	MARK1	4139
Q9P0M6	Q9P0M6	MACROH2A2	55506
Q9P0M9	Q9P0M9	MRPL27	51264
Q9P0S2	Q9P0S2	COX16	51241
Q9P0T7	Q9P0T7	TMEM9	252839
Q9P0V3	Q9P0V3	SH3BP4	23677
Q9P0V9	Q9P0V9	SEPTIN10	151011
Q9P1F3	Q9P1F3	ABRACL	58527
Q9P1U1	Q9P1U1	ACTR3B	57180
Q9P1W3	Q9P1W3	TMEM63C	57156
Q9P1Y5	Q9P1Y5	CAMSAP3	57662
Q9P1Y6	Q9P1Y6	PHRF1	57661
Q9P206	Q9P206	NHSL3	57648
Q9P253	Q9P253	VPS18	57617
Q9P258	Q9P258	RCC2	55920
Q9P260	Q9P260	RELCH	57614
Q9P265	Q9P265	DIP2B	57609
Q9P266	Q9P266	JCAD	57608
Q9P270	Q9P270	SLAIN2	57606
Q9P273	Q9P273	TENM3	55714
Q9P287	Q9P287	BCCIP	56647
Q9P289	Q9P289	STK26	51765
Q9P291	Q9P291	ARMCX1	51309
Q9P2B2	Q9P2B2	PTGFRN	5738
Q9P2B4	Q9P2B4	CTTNBP2NL	55917
Q9P2C4	Q9P2C4	TMEM181	57583
Q9P2D3	Q9P2D3	HEATR5B	54497
Q9P2E2	Q9P2E2	KIF17	57576
Q9P2E3	Q9P2E3	ZNFX1	57169
Q9P2E5	Q9P2E5	CHPF2	54480
Q9P2E9	Q9P2E9	RRBP1	6238
Q9P2G1	Q9P2G1	ANKIB1	54467
Q9P2I0	Q9P2I0	CPSF2	53981
Q9P2J3	Q9P2J3	KLHL9	55958
Q9P2J5	Q9P2J5	LARS1	51520
Q9P2K3	Q9P2K3	RCOR3	55758
Q9P2K5	Q9P2K5	MYEF2	50804
Q9P2K6	Q9P2K6	KLHL42	57542
Q9P2K8	Q9P2K8	EIF2AK4	440275
Q9P2L0	Q9P2L0	WDR35	57539
Q9P2M7	Q9P2M7	CGN	57530
Q9P2N5	Q9P2N5	RBM27	54439
Q9P2P5	Q9P2P5	HECW2	57520
Q9P2P6	Q9P2P6	STARD9	57519
Q9P2R3	Q9P2R3	ANKFY1	51479
Q9P2R6	Q9P2R6	RERE	473
Q9P2R7	Q9P2R7	SUCLA2	8803
Q9P2T1	Q9P2T1	GMPR2	51292
Q9P2U8	Q9P2U8	SLC17A6	57084
Q9P2W9	Q9P2W9	STX18	53407
Q9P2X0	Q9P2X0	DPM3	54344
Q9P2X3	Q9P2X3	IMPACT	55364
Q9UBB4	Q9UBB4	ATXN10	25814
Q9UBB6	Q9UBB6	NCDN	23154
Q9UBB9	Q9UBB9	TFIP11	24144
Q9UBC2	Q9UBC2	EPS15L1	58513
Q9UBD5	Q9UBD5	ORC3	23595
Q9UBE0	Q9UBE0	SAE1	10055
Q9UBF2	Q9UBF2	COPG2	26958
Q9UBF8	Q9UBF8	PI4KB	5298
Q9UBG0	Q9UBG0	MRC2	9902
Q9UBI1	Q9UBI1	COMMD3	23412
Q9UBI6	Q9UBI6	GNG12	55970
Q9UBK8	Q9UBK8	MTRR	4552
Q9UBL3	Q9UBL3	ASH2L	9070
Q9UBM7	Q9UBM7	DHCR7	1717
Q9UBN7	Q9UBN7	HDAC6	10013
Q9UBP0	Q9UBP0	SPAST	6683
Q9UBQ0	Q9UBQ0	VPS29	51699
Q9UBQ5	Q9UBQ5	EIF3K	27335
Q9UBQ7	Q9UBQ7	GRHPR	9380
Q9UBR2	Q9UBR2	CTSZ	1522
Q9UBS3	Q9UBS3	DNAJB9	4189
Q9UBS4	Q9UBS4	DNAJB11	51726
Q9UBS9	Q9UBS9	SUCO	51430
Q9UBT2	Q9UBT2	UBA2	10054
Q9UBU3	Q9UBU3	GHRL	51738
Q9UBU6	Q9UBU6	FAM8A1	51439
Q9UBU8	Q9UBU8	MORF4L1	10933
Q9UBU9	Q9UBU9	NXF1	10482
Q9UBV2	Q9UBV2	SEL1L	6400
Q9UBV8	Q9UBV8	PEF1	553115
Q9UBW8	Q9UBW8	COPS7A	50813
Q9UBX3	Q9UBX3	SLC25A10	1468
Q9UBX5	Q9UBX5	FBLN5	10516
Q9UD71	Q9UD71	PPP1R1B	84152
Q9UDR5	Q9UDR5	AASS	10157
Q9UDT6	Q9UDT6	CLIP2	7461
Q9UDW1	Q9UDW1	UQCR10	29796
Q9UDY2	Q9UDY2	TJP2	9414
Q9UDY4	Q9UDY4	DNAJB4	11080
Q9UEE9	Q9UEE9	CFDP1	10428
Q9UEU0	Q9UEU0	VTI1B	10490
Q9UEW8	Q9UEW8	STK39	27347
Q9UEY8	Q9UEY8	ADD3	120
Q9UFC0	Q9UFC0	LRWD1	222229
Q9UFG5	Q9UFG5	C19orf25	148223
Q9UFN0	Q9UFN0	NIPSNAP3A	25934
Q9UG01	Q9UG01	IFT172	26160
Q9UG63	Q9UG63	ABCF2	10061
Q9UGI8	Q9UGI8	TES	26136
Q9UGJ0	Q9UGJ0	PRKAG2	51422
Q9UGJ1	Q9UGJ1	TUBGCP4	27229
Q9UGM6	Q9UGM6	WARS2	10352
Q9UGP4	Q9UGP4	LIMD1	8994
Q9UGP8	Q9UGP8	SEC63	11231
Q9UGT4	Q9UGT4	SUSD2	56241
Q9UGU0	Q9UGU0	TCF20	6942
Q9UGV2	Q9UGV2	NDRG3	57446
Q9UH03	Q9UH03	SEPTIN3	55964
Q9UH62	Q9UH62	ARMCX3	51566
Q9UH65	Q9UH65	SWAP70	23075
Q9UH99	Q9UH99	SUN2	25777
Q9UHA3	Q9UHA3	RSL24D1	51187
Q9UHA4	Q9UHA4	LAMTOR3	8649
Q9UHB6	Q9UHB6	LIMA1	51474
Q9UHB7	Q9UHB7	AFF4	27125
Q9UHB9	Q9UHB9	SRP68	6730
Q9UHD1	Q9UHD1	CHORDC1	26973
Q9UHD2	Q9UHD2	TBK1	29110
Q9UHD8	Q9UHD8	SEPTIN9	10801
Q9UHD9	Q9UHD9	UBQLN2	29978
Q9UHG2	Q9UHG2	PCSK1N	27344
Q9UHG3	Q9UHG3	PCYOX1	51449
Q9UHI5	Q9UHI5	SLC7A8	23428
Q9UHJ6	Q9UHJ6	SHPK	23729
Q9UHK6	Q9UHK6	AMACR	23600
Q9UHL4	Q9UHL4	DPP7	29952
Q9UHN6	Q9UHN6	CEMIP2	23670
Q9UHP3	Q9UHP3	USP25	29761
Q9UHQ9	Q9UHQ9	CYB5R1	51706
Q9UHR5	Q9UHR5	SAP30BP	29115
Q9UHV9	Q9UHV9	PFDN2	5202
Q9UHX1	Q9UHX1	PUF60	22827
Q9UHY1	Q9UHY1	NRBP1	29959
Q9UHY7	Q9UHY7	ENOPH1	58478
Q9UHY8	Q9UHY8	FEZ2	9637
Q9UI08	Q9UI08	EVL	51466
Q9UI09	Q9UI09	NDUFA12	55967
Q9UI10	Q9UI10	EIF2B4	8890
Q9UI12	Q9UI12	ATP6V1H	51606
Q9UI14	Q9UI14	RABAC1	10567
Q9UI15	Q9UI15	TAGLN3	29114
Q9UI30	Q9UI30	TRMT112	51504
Q9UI36	Q9UI36	DACH1	1602
Q9UI42	Q9UI42	CPA4	51200
Q9UIA9	Q9UIA9	XPO7	23039
Q9UIC8	Q9UIC8	LCMT1	51451
Q9UID3	Q9UID3	VPS51	738
Q9UIG0	Q9UIG0	BAZ1B	9031
Q9UII2	Q9UII2	ATP5IF1	93974
Q9UII4	Q9UII4	HERC5	51191
Q9UIJ7	Q9UIJ7	AK3	50808
Q9UIL1	Q9UIL1	SCOC	60592
Q9UIQ6	Q9UIQ6	LNPEP	4012
Q9UIS9	Q9UIS9	MBD1	4152
Q9UIV1	Q9UIV1	CNOT7	29883
Q9UIV8	Q9UIV8	SERPINB13	5275
Q9UJ14	Q9UJ14	GGT7	2686
Q9UJ41	Q9UJ41	RABGEF1	27342
Q9UJ68	Q9UJ68	MSRA	4482
Q9UJ70	Q9UJ70	NAGK	55577
Q9UJA5	Q9UJA5	TRMT6	51605
Q9UJC3	Q9UJC3	HOOK1	51361
Q9UJC5	Q9UJC5	SH3BGRL2	83699
Q9UJH8	Q9UJH8	METRN	79006
Q9UJJ9	Q9UJJ9	GNPTG	84572
Q9UJM3	Q9UJM3	ERRFI1	54206
Q9UJM8	Q9UJM8	HAO1	54363
Q9UJS0	Q9UJS0	SLC25A13	10165
Q9UJU6	Q9UJU6	DBNL	28988
Q9UJV9	Q9UJV9	DDX41	51428
Q9UJW0	Q9UJW0	DCTN4	51164
Q9UJX2	Q9UJX2	CDC23	8697
Q9UJX3	Q9UJX3	ANAPC7	51434
Q9UJX4	Q9UJX4	ANAPC5	51433
Q9UJX5	Q9UJX5	ANAPC4	29945
Q9UJY4	Q9UJY4	GGA2	23062
Q9UJY5	Q9UJY5	GGA1	26088
Q9UJZ1	Q9UJZ1	STOML2	30968
Q9UK22	Q9UK22	FBXO2	26232
Q9UK41	Q9UK41	VPS28	51160
Q9UK45	Q9UK45	LSM7	51690
Q9UK53	Q9UK53	ING1	3621
Q9UK55	Q9UK55	SERPINA10	51156
Q9UK58	Q9UK58	CCNL1	57018
Q9UK59	Q9UK59	DBR1	51163
Q9UK61	Q9UK61	TASOR	23272
Q9UK76	Q9UK76	JPT1	51155
Q9UK99	Q9UK99	FBXO3	26273
Q9UKA8	Q9UKA8	RCAN3	11123
Q9UKA9	Q9UKA9	PTBP2	58155
Q9UKB3	Q9UKB3	DNAJC12	56521
Q9UKD2	Q9UKD2	MRTO4	51154
Q9UKE5	Q9UKE5	TNIK	23043
Q9UKF6	Q9UKF6	CPSF3	51692
Q9UKG1	Q9UKG1	APPL1	26060
Q9UKJ3	Q9UKJ3	GPATCH8	23131
Q9UKK3	Q9UKK3	PARP4	143
Q9UKK9	Q9UKK9	NUDT5	11164
Q9UKM7	Q9UKM7	MAN1B1	11253
Q9UKM9	Q9UKM9	RALY	22913
Q9UKN8	Q9UKN8	GTF3C4	9329
Q9UKS6	Q9UKS6	PACSIN3	29763
Q9UKU7	Q9UKU7	ACAD8	27034
Q9UKV3	Q9UKV3	ACIN1	22985
Q9UKV8	Q9UKV8	AGO2	27161
Q9UKX7	Q9UKX7	NUP50	10762
Q9UKY4	Q9UKY4	POMT2	29954
Q9UKY7	Q9UKY7	CDV3	55573
Q9UKZ1	Q9UKZ1	CNOT11	55571
Q9UL12	Q9UL12	SARDH	1757
Q9UL15	Q9UL15	BAG5	9529
Q9UL18	Q9UL18	AGO1	26523
Q9UL25	Q9UL25	RAB21	23011
Q9UL26	Q9UL26	RAB22A	57403
Q9UL42	Q9UL42	PNMA2	10687
Q9UL45	Q9UL45	BLOC1S6	26258
Q9UL46	Q9UL46	PSME2	5721
Q9UL63	Q9UL63	MKLN1	4289
Q9ULA0	Q9ULA0	DNPEP	23549
